Number,Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,Color,Generation,Gender Rate,Height,Weight,Shape,Form Order,Dex Entry,PokeApi Id,Ability 1,Ability 2,Hidden Ability,Title
745,Lycanroc,Midday Lycanroc,Rock,,75,115,65,55,65,112,Brown,7,4,0.8,25.0,Quadruped,0,"With swift movements, this Pokémon gradually
backs its prey into a corner. Lycanroc’s fangs are
always aimed toward opponents’ weak spots.",745,Keen Eye,Sand Rush,Steadfast,Wolf Pokémon
745,Lycanroc,Midnight Lycanroc,Rock,,85,115,75,55,75,82,Red,7,4,1.1,25.0,Quadruped,1,It's invigorated by powerful opponents–the stronger the better. A full-force headbutt from one of these Lycanroc can shatter giant boulders.,10126,Keen Eye,Vital Spirit,No Guard,Wolf Pokémon
745,Lycanroc,Dusk Lycanroc,Rock,,75,117,65,55,65,110,Brown,7,4,0.8,25.0,Quadruped,2,These Pokémon have both calm and ferocious qualities. Their temperamental nature makes them a difficult species to raise.,10152,Tough Claws,,,Wolf Pokémon
746,Wishiwashi,,Water,,45,20,20,25,25,40,Blue,7,4,0.2,0.3,Fish,0,"When it senses danger, its eyes tear up.
The sparkle of its tears signals other
Wishiwashi to gather.",746,Schooling,,,Small Fry Pokémon
746,Wishiwashi,School Wishiwashi,Water,,45,140,130,140,135,30,Blue,7,4,8.2,78.6,Heads,1,"When facing tough opponents, they get into formation. But if they get wounded in battle, they'll scatter and become solitary again.",10127,Schooling,,,Small Fry Pokémon
747,Mareanie,,Poison,Water,50,53,62,43,52,45,Blue,7,4,0.4,8.0,Blob,0,"Unlike their Alolan counterparts, the Mareanie
of the Galar region have not yet figured out
that the branches of Corsola are delicious.",747,Merciless,Limber,Regenerator,Brutal Star Pokémon
748,Toxapex,,Poison,Water,50,63,152,53,142,35,Blue,7,4,0.7,14.5,Tentacles,0,"Within the poison sac in its body is a poison so
toxic that Pokémon as large as Wailord will still
be suffering three days after it first takes effect.",748,Merciless,Limber,Regenerator,Brutal Star Pokémon
749,Mudbray,,Ground,,70,100,70,45,55,45,Brown,7,4,1.0,110.0,Quadruped,0,"It eats dirt to create mud and smears this mud all
over its feet, giving them the grip needed to walk
on rough terrain without slipping.",749,Own Tempo,Stamina,Inner Focus,Donkey Pokémon
750,Mudsdale,,Ground,,100,125,100,55,85,35,Brown,7,4,2.5,920.0,Quadruped,0,"Mudsdale has so much stamina that it could carry
over 10 tons across the Galar region without rest
or sleep.",750,Own Tempo,Stamina,Inner Focus,Draft Horse Pokémon
751,Dewpider,,Water,Bug,38,40,52,40,72,27,Green,7,4,0.3,4.0,Legs,0,"Dewpider normally lives underwater. When it
comes onto land in search of food, it takes
water with it in the form of a bubble on its head.",751,Water Bubble,,Water Absorb,Water Bubble Pokémon
752,Araquanid,,Water,Bug,68,70,92,50,132,42,Green,7,4,1.8,82.0,Armor,0,"It acts as a caretaker for Dewpider, putting them
inside its bubble and letting them eat any
leftover food.",752,Water Bubble,,Water Absorb,Water Bubble Pokémon
753,Fomantis,,Grass,,40,55,35,50,35,35,Pink,7,4,0.3,1.5,Upright,0,"During the day, Fomantis basks in sunlight and
sleeps peacefully. It wakes and moves around
at night.",753,Leaf Guard,,Contrary,Sickle Grass Pokémon
754,Lurantis,,Grass,,70,105,90,80,90,45,Pink,7,4,0.9,18.5,Humanoid,0,"The petals on this Pokémon’s arms are thin and
super sharp, and they can fire laser beams if
Lurantis gathers light first.",754,Leaf Guard,,Contrary,Bloom Sickle Pokémon
755,Morelull,,Grass,Fairy,40,35,55,65,75,15,Purple,7,4,0.2,1.5,Blob,0,"Morelull live in forests that stay dark even
during the day. They scatter flickering spores
that put enemies to sleep.",755,Illuminate,Effect Spore,Rain Dish,Illuminating Pokémon
756,Shiinotic,,Grass,Fairy,60,45,80,90,100,30,Purple,7,4,1.0,11.5,Humanoid,0,"If you see a light deep in a forest at night,
don’t go near. Shiinotic will make you fall
fast asleep.",756,Illuminate,Effect Spore,Rain Dish,Illuminating Pokémon
757,Salandit,,Poison,Fire,48,44,40,71,40,77,Black,7,1,0.6,4.8,Quadruped,0,"This sneaky Pokémon will slink behind its prey
and immobilize it with poisonous gas before the
prey even realizes Salandit is there.",757,Corrosion,,Oblivious,Toxic Lizard Pokémon
758,Salazzle,,Poison,Fire,68,64,60,111,60,117,Black,7,8,1.2,22.2,Quadruped,0,"The winner of competitions between Salazzle
is decided by which one has the most male
Salandit with it.",758,Corrosion,,Oblivious,Toxic Lizard Pokémon
759,Stufful,,Normal,Fighting,70,75,50,45,50,50,Pink,7,4,0.5,6.8,Quadruped,0,"The way it protects itself by flailing its arms may
be an adorable sight, but stay well away. This is
flailing that can snap thick tree trunks.",759,Fluffy,Klutz,Cute Charm,Flailing Pokémon
760,Bewear,,Normal,Fighting,120,125,80,55,60,60,Pink,7,4,2.1,135.0,Upright,0,"The moves it uses to take down its prey would
make a martial artist jealous. It tucks subdued
prey under its arms to carry them to its nest.",760,Fluffy,Klutz,Unnerve,Strong Arm Pokémon
761,Bounsweet,,Grass,,42,30,38,30,38,32,Purple,7,8,0.3,3.2,Legs,0,"When under attack, it secretes a sweet
and delicious sweat. The scent only calls
more enemies to it.",761,Leaf Guard,Oblivious,Sweet Veil,Fruit Pokémon
762,Steenee,,Grass,,52,40,48,40,48,62,Purple,7,8,0.7,8.2,Humanoid,0,"Any Corvisquire that pecks at this
Pokémon will be greeted with a smack from
its sepals followed by a sharp kick.",762,Leaf Guard,Oblivious,Sweet Veil,Fruit Pokémon
763,Tsareena,,Grass,,72,120,98,50,98,72,Purple,7,8,1.2,21.4,Humanoid,0,"A kick from the hardened tips of this Pokémon’s
legs leaves a wound in the opponent’s body and
soul that will never heal.",763,Leaf Guard,Queenly Majesty,Sweet Veil,Fruit Pokémon
764,Comfey,,Fairy,,51,52,90,82,110,100,Green,7,6,0.1,0.3,Ball,0,"These Pokémon smell very nice. All Comfey wear
different flowers, so each of these Pokémon has
its own individual scent.",764,Flower Veil,Triage,Natural Cure,Posy Picker Pokémon
765,Oranguru,,Normal,Psychic,90,60,80,90,110,60,White,7,4,1.5,76.0,Humanoid,0,"It knows the forest inside and out. If it comes
across a wounded Pokémon, Oranguru will
gather medicinal herbs to treat it.",765,Inner Focus,Telepathy,Symbiosis,Sage Pokémon
766,Passimian,,Fighting,,100,120,90,40,60,80,White,7,4,2.0,82.8,Upright,0,"Passimian live in groups of about 20, with
each member performing an assigned role.
Through cooperation, the group survives.",766,Receiver,,Defiant,Teamwork Pokémon
767,Wimpod,,Bug,Water,25,35,40,20,30,80,Gray,7,4,0.5,12.0,Tentacles,0,"Wimpod gather in swarms, constantly on the
lookout for danger. They scatter the moment
they detect an enemy’s presence.",767,Wimp Out,,,Turn Tail Pokémon
768,Golisopod,,Bug,Water,75,125,140,60,90,40,Gray,7,4,2.0,108.0,Humanoid,0,"They live in sunken ships or in holes in the
seabed. When Golisopod and Grapploct
battle, the loser becomes the winner’s meal.",768,Emergency Exit,,,Hard Scale Pokémon
769,Sandygast,,Ghost,Ground,55,55,80,70,45,15,Brown,7,4,0.5,70.0,Squiggle,0,"Sandygast mainly inhabits beaches. It takes
control of anyone who puts their hand into its
mouth, forcing them to make its body bigger.",769,Water Compaction,,Sand Veil,Sand Heap Pokémon
770,Palossand,,Ghost,Ground,85,75,110,100,75,35,Brown,7,4,1.3,250.0,Squiggle,0,"This Pokémon lives on beaches, but it hates
water. Palossand can’t maintain its castle-like
shape if it gets drenched by a heavy rain.",770,Water Compaction,,Sand Veil,Sand Castle Pokémon
771,Pyukumuku,,Water,,55,60,130,30,130,5,Black,7,4,0.3,1.2,Squiggle,0,"It lives in warm, shallow waters. If it encounters a
foe, it will spit out its internal organs as a means
to punch them.",771,Innards Out,,Unaware,Sea Cucumber Pokémon
772,Type: Null,,Normal,,95,95,95,95,95,59,Gray,7,-1,1.9,120.5,Quadruped,0,"It was modeled after a mighty Pokémon of myth.
The mask placed upon it limits its power in order
to keep it under control.",772,Battle Armor,,,Synthetic Pokémon
773,Silvally,,Normal,,95,95,95,95,95,95,Gray,7,-1,2.3,100.5,Quadruped,0,"The final factor needed to release this
Pokémon’s true power was a strong bond
with a Trainer it trusts.",773,RKS System,,,Synthetic Pokémon
774,Minior,Meteor Minior,Rock,Flying,60,60,100,60,100,60,Brown,7,-1,0.3,40.0,Ball,0,"Although its outer shell is uncommonly durable,
the shock of falling to the ground smashes the
shell to smithereens.",774,Shields Down,,,Meteor Pokémon
774,Minior,Red Core Minior,Rock,Flying,60,100,60,100,60,120,Red,7,-1,0.3,0.3,Ball,1,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,10136,Shields Down,,,Meteor Pokémon
774,Minior,Orange Core Minior,Rock,Flying,60,100,60,100,60,120,Red,7,-1,0.3,0.3,Ball,2,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,10137,Shields Down,,,Meteor Pokémon
774,Minior,Yellow Core Minior,Rock,Flying,60,100,60,100,60,120,Yellow,7,-1,0.3,0.3,Ball,3,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,10138,Shields Down,,,Meteor Pokémon
774,Minior,Green Core Minior,Rock,Flying,60,100,60,100,60,120,Green,7,-1,0.3,0.3,Ball,4,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,10139,Shields Down,,,Meteor Pokémon
774,Minior,Blue Core Minior,Rock,Flying,60,100,60,100,60,120,Blue,7,-1,0.3,0.3,Ball,5,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,10140,Shields Down,,,Meteor Pokémon
774,Minior,Indigo Core Minior,Rock,Flying,60,100,60,100,60,120,Blue,7,-1,0.3,0.3,Ball,6,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,10141,Shields Down,,,Meteor Pokémon
774,Minior,Violet Core Minior,Rock,Flying,60,100,60,100,60,120,Purple,7,-1,0.3,0.3,Ball,7,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate.,10142,Shields Down,,,Meteor Pokémon
775,Komala,,Normal,,65,115,65,75,95,65,Blue,7,4,0.4,19.9,Humanoid,0,"It remains asleep from birth to death as a result
of the sedative properties of the leaves that
form its diet.",775,Comatose,,,Drowsing Pokémon
776,Turtonator,,Fire,Dragon,60,78,135,91,85,36,Red,7,4,2.0,212.0,Upright,0,"Eating sulfur in its volcanic habitat is what causes
explosive compounds to develop in its shell.
Its droppings are also dangerously explosive.",776,Shell Armor,,,Blast Turtle Pokémon
777,Togedemaru,,Electric,Steel,65,98,63,40,73,96,Gray,7,4,0.3,3.3,Upright,0,"When it’s in trouble, it curls up into a ball, makes
its fur spikes stand on end, and then discharges
electricity indiscriminately.",777,Iron Barbs,Lightning Rod,Sturdy,Roly-Poly Pokémon
778,Mimikyu,,Ghost,Fairy,55,90,80,50,105,96,Yellow,7,4,0.2,0.7,Squiggle,0,"There was a scientist who peeked under
Mimikyu’s old rag in the name of research.
The scientist died of a mysterious disease.",778,Disguise,,,Disguise Pokémon
779,Bruxish,,Water,Psychic,68,105,70,70,70,92,Pink,7,4,0.9,19.0,Fish,0,"Its skin is thick enough to fend off Mareanie’s
spikes. With its robust teeth, Bruxish crunches
up the spikes and eats them.",779,Dazzling,Strong Jaw,Wonder Skin,Gnash Teeth Pokémon
780,Drampa,,Normal,Dragon,78,60,85,135,91,36,White,7,4,3.0,185.0,Squiggle,0,"Drampa is a kind and friendly Pokémon—up until
it’s angered. When that happens, it stirs up a
gale and flattens everything around.",780,Berserk,Sap Sipper,Cloud Nine,Placid Pokémon
781,Dhelmise,,Ghost,Grass,70,131,100,86,90,40,Green,7,-1,3.9,210.0,Blob,0,"After lowering its anchor, it waits for its prey. It
catches large Wailord and drains their life-force.",781,Steelworker,,,Sea Creeper Pokémon
782,Jangmo-o,,Dragon,,45,55,65,45,45,45,Gray,7,4,0.6,29.7,Quadruped,0,"Jangmo-o strikes its scales to communicate with
others of its kind. Its scales are actually fur that’s
become as hard as metal.",782,Bulletproof,Soundproof,Overcoat,Scaly Pokémon
783,Hakamo-o,,Dragon,Fighting,55,75,90,65,70,65,Gray,7,4,1.2,47.0,Upright,0,"Before attacking its enemies, it clashes its
scales together and roars. Its sharp claws
shred the opposition.",783,Bulletproof,Soundproof,Overcoat,Scaly Pokémon
784,Kommo-o,,Dragon,Fighting,75,110,125,100,105,85,Gray,7,4,1.6,78.2,Upright,0,"Certain ruins have paintings of ancient warriors
wearing armor made of Kommo-o scales.",784,Bulletproof,Soundproof,Overcoat,Scaly Pokémon
785,Tapu Koko,,Electric,Fairy,70,115,85,95,75,130,Yellow,7,-1,1.8,20.5,Arms,0,"The lightning-wielding guardian deity of
Melemele, Tapu Koko is brimming with curiosity
and appears before people from time to time.",785,Electric Surge,,Telepathy,Land Spirit Pokémon
786,Tapu Lele,,Psychic,Fairy,70,85,75,130,115,95,Pink,7,-1,1.2,18.6,Arms,0,"Although called a guardian deity, Tapu Lele is
devoid of guilt about its cruel disposition and
can be described as nature incarnate.",786,Psychic Surge,,Telepathy,Land Spirit Pokémon
787,Tapu Bulu,,Grass,Fairy,70,130,115,85,95,75,Red,7,-1,1.9,45.5,Arms,0,"It makes ringing sounds with its tail to let others
know where it is, avoiding unneeded conflicts.
This guardian deity of Ula’ula controls plants.",787,Grassy Surge,,Telepathy,Land Spirit Pokémon
788,Tapu Fini,,Water,Fairy,70,75,115,95,130,85,Purple,7,-1,1.3,21.2,Arms,0,"Although it’s called a guardian deity, terrible
calamities sometimes befall those who
recklessly approach Tapu Fini.",788,Misty Surge,,Telepathy,Land Spirit Pokémon
789,Cosmog,,Psychic,,43,29,31,29,31,37,Blue,7,-1,0.2,0.1,Ball,0,"Cosmog is very curious but not very cautious,
often placing itself in danger. If things start to
look dicey, it teleports away.",789,Unaware,,,Nebula Pokémon
790,Cosmoem,,Psychic,,43,29,131,29,131,37,Blue,7,-1,0.1,999.9,Ball,0,"It sucks in dust from the air at an astounding rate,
frantically building up energy within its core as
preparation for evolution.",790,Sturdy,,,Protostar Pokémon
791,Solgaleo,,Psychic,Steel,137,137,107,113,89,97,White,7,-1,3.4,230.0,Quadruped,0,"Solgaleo was once known as the Beast That
Devours the Sun. Energy in the form of light
radiates boundlessly from it.",791,Full Metal Body,,,Sunne Pokémon
792,Lunala,,Psychic,Ghost,137,113,89,137,107,97,Purple,7,-1,4.0,120.0,Wings,0,"It steals the light from its surroundings and then
becomes the full moon, showering its own light
across the night sky.",792,Shadow Shield,,,Moone Pokémon
793,Nihilego,,Rock,Poison,109,53,47,127,131,103,White,7,-1,1.2,55.5,Tentacles,0,"It appeared in this world from an Ultra
Wormhole. Nihilego appears to be a parasite
that lives by feeding on people and Pokémon.",793,Beast Boost,,,Parasite Pokémon
794,Buzzwole,,Bug,Fighting,107,139,139,53,53,79,Red,7,-1,2.4,333.6,Tentacles,0,"Buzzwole goes around showing off its
abnormally swollen muscles. It is one kind
of Ultra Beast.",794,Beast Boost,,,Swollen Pokémon
795,Pheromosa,,Bug,Fighting,71,137,37,137,37,151,White,7,-1,1.8,25.0,Humanoid,0,"Although it’s alien to this world and a danger
here, it’s apparently a common organism in the
world where it normally lives.",795,Beast Boost,,,Lissome Pokémon
796,Xurkitree,,Electric,,83,89,71,173,71,83,Black,7,-1,3.8,100.0,Upright,0,"They’ve been dubbed Ultra Beasts. Some of
them stand unmoving, like trees, with their
arms and legs stuck into the ground.",796,Beast Boost,,,Glowing Pokémon
797,Celesteela,,Steel,Flying,97,101,103,107,101,61,Green,7,-1,9.2,999.9,Humanoid,0,"Although it’s alien to this world and a danger
here, it’s apparently a common organism in the
world where it normally lives.",797,Beast Boost,,,Launch Pokémon
798,Kartana,,Grass,Steel,59,181,131,59,31,109,White,7,-1,0.3,0.1,Humanoid,0,"Although it’s alien to this world and a danger
here, it’s apparently a common organism in the
world where it normally lives.",798,Beast Boost,,,Drawn Sword Pokémon
799,Guzzlord,,Dark,Dragon,223,101,53,97,53,43,Black,7,-1,5.5,888.0,Upright,0,"An unknown life-form called a UB. It may be
constantly hungry—it is certainly always
devouring something.",799,Beast Boost,,,Junkivore Pokémon
800,Necrozma,,Psychic,,97,107,101,127,89,79,Black,7,-1,2.4,230.0,Arms,0,"It needs light to survive, and it goes on a
rampage seeking it out. Its laser beams will
cut anything to pieces.",800,Prism Armor,,,Prism Pokémon
800,Necrozma,Dusk Mane Necrozma,Psychic,Steel,97,157,127,113,109,77,Yellow,7,-1,3.8,460.0,Quadruped,1,"This is Necrozma's form while it's absorbing the power of Solgaleo, making it extremely ferocious and impossible to control.",10155,Prism Armor,,,Prism Pokémon
800,Necrozma,Dawn Wings Necrozma,Psychic,Ghost,97,113,109,157,127,77,Blue,7,-1,4.2,350.0,Wings,2,This is its form while it's devouring the light of Lunala. It grasps foes in its giant claws and rips them apart with brute force.,10156,Prism Armor,,,Prism Pokémon
800,Necrozma,Ultra Necrozma,Psychic,Dragon,97,167,97,167,97,129,Yellow,7,-1,7.5,230.0,Wings,3,"The light pouring out from all over its body affects living things and nature, impacting them in various ways.",10157,Neuroforce,,,Prism Pokémon
801,Magearna,,Steel,Fairy,80,95,115,130,115,65,Gray,7,-1,1.0,80.5,Humanoid,0,"Built roughly 500 years ago by a scientist,
the part called the Soul-Heart is the
actual life-form.",801,Soul-Heart,,,Artificial Pokémon
801,Magearna,Original Color Magearna,Steel,Fairy,80,95,115,130,115,65,Red,7,-1,1.0,80.5,Humanoid,1,This beautiful form reflects Magearna's appearance when first presented to a king's daughter 500 years ago.,10147,Soul-Heart,,,Artificial Pokémon
802,Marshadow,,Fighting,Ghost,90,125,80,90,90,125,Gray,7,-1,0.7,22.2,Humanoid,0,"This Pokémon can conceal itself in any shadow,
so it went undiscovered for a long time.",802,Technician,,,Gloomdweller Pokémon
803,Poipole,,Poison,,67,73,67,73,67,73,Purple,7,-1,0.6,1.8,Upright,0,"An Ultra Beast that lives in a different world, it
cackles wildly as it sprays its opponents with
poison from the needles on its head.",803,Beast Boost,,,Poison Pin Pokémon
804,Naganadel,,Poison,Dragon,73,73,73,127,73,121,Purple,7,-1,3.6,150.0,Wings,0,"One kind of Ultra Beast, it fires a glowing,
venomous liquid from its needles. This liquid
is also immensely adhesive.",804,Beast Boost,,,Poison Pin Pokémon
805,Stakataka,,Rock,Steel,61,131,211,53,101,13,Gray,7,-1,5.5,820.0,Quadruped,0,"When stone walls started moving and attacking,
the brute’s true identity was this mysterious
life-form, which brings to mind an Ultra Beast.",805,Beast Boost,,,Rampart Pokémon
806,Blacephalon,,Fire,Ghost,53,127,53,151,79,107,White,7,-1,1.8,13.0,Humanoid,0,"A UB that appeared from an Ultra Wormhole, it
causes explosions, then takes advantage of
opponents’ surprise to rob them of their vitality.",806,Beast Boost,,,Fireworks Pokémon
807,Zeraora,,Electric,,88,112,75,102,80,143,Yellow,7,-1,1.5,44.5,Humanoid,0,"Electricity sparks from the pads on its limbs.
Wherever Zeraora runs, lightning flashes and
thunder echoes.",807,Volt Absorb,,,Thunderclap Pokémon
808,Meltan,,Steel,,46,65,65,55,35,34,Gray,7,-1,0.2,8.0,Ball,0,"They live as a group, but when the time comes,
one strong Meltan will absorb all the others
and evolve.",808,Magnet Pull,,,Hex Nut Pokémon
809,Melmetal,,Steel,,135,143,143,80,65,34,Gray,7,-1,2.5,800.0,Humanoid,0,"Centrifugal force is behind the punches of
Melmetal’s heavy hex-nut arms. Melmetal is said
to deliver the strongest punches of all Pokémon.",809,Iron Fist,,,Hex Nut Pokémon
809,Melmetal,Gigantamax Melmetal,Steel,,135,143,143,80,65,34,Gray,7,-1,25.0,9999.99,Humanoid,1,"In a distant land, there are legends about a cyclopean giant. In fact, the giant was a Melmetal that was flooded with Gigantamax energy.",10208,Iron Fist,,,Hex Nut Pokémon
810,Grookey,,Grass,,50,65,50,40,40,65,Green,8,1,0.3,5.0,Upright,0,"It attacks with rapid beats of its stick.
As it strikes with amazing speed, it gets
more and more pumped.",810,Overgrow,,Grassy Surge,Chimp Pokémon
811,Thwackey,,Grass,,70,85,70,55,60,80,Green,8,1,0.7,14.0,Upright,0,"When it’s drumming out rapid beats in battle, it
gets so caught up in the rhythm that it won’t even
notice that it’s already knocked out its opponent.",811,Overgrow,,Grassy Surge,Beat Pokémon
812,Rillaboom,,Grass,,100,125,90,60,70,85,Green,8,1,2.1,90.0,Humanoid,0,"The one with the best drumming techniques
becomes the boss of the troop. It has a gentle
disposition and values harmony among its group.",812,Overgrow,,Grassy Surge,Drummer Pokémon
812,Rillaboom,Gigantamax Rillaboom,Grass,,100,125,90,60,70,85,Green,8,1,28.0,9999.99,Humanoid,1,Rillaboom has become one with its forest of drums and continues to lay down beats that shake all of Galar.,10209,Overgrow,,Grassy Surge,Drummer Pokémon
813,Scorbunny,,Fire,,50,71,40,40,40,69,White,8,1,0.3,4.5,Upright,0,"It has special pads on the backs of its feet, and
one on its nose. Once it’s raring to fight, these
pads radiate tremendous heat.",813,Blaze,,Libero,Rabbit Pokémon
814,Raboot,,Fire,,65,86,60,55,60,94,Gray,8,1,0.6,9.0,Upright,0,"It kicks berries right off the branches of trees
and then juggles them with its feet, practicing
its footwork.",814,Blaze,,Libero,Rabbit Pokémon
815,Cinderace,,Fire,,80,116,75,65,75,119,White,8,1,1.4,33.0,Upright,0,"It’s skilled at both offense and defense, and it
gets pumped up when cheered on. But if it starts
showboating, it could put itself in a tough spot.",815,Blaze,,Libero,Striker Pokémon
815,Cinderace,Gigantamax Cinderace,Fire,,80,116,75,65,75,119,White,8,1,27.0,9999.99,Upright,1,"Infused with Cinderace's fighting spirit, the gigantic Pyro Ball never misses its targets and completely roasts opponents.",10210,Blaze,,Libero,Striker Pokémon
816,Sobble,,Water,,50,40,40,70,40,70,Blue,8,1,0.3,4.0,Quadruped,0,"When it gets wet, its skin changes color,
and this Pokémon becomes invisible as if
it were camouflaged.",816,Torrent,,Sniper,Water Lizard Pokémon
817,Drizzile,,Water,,65,60,55,95,55,90,Blue,8,1,0.7,11.5,Upright,0,"Highly intelligent but also very lazy,
it keeps enemies out of its territory
by laying traps everywhere.",817,Torrent,,Sniper,Water Lizard Pokémon
818,Inteleon,,Water,,70,85,65,125,65,120,Blue,8,1,1.9,45.2,Upright,0,"Its nictitating membranes let it pick out foes’
weak points so it can precisely blast them with
water that shoots from its fingertips at Mach 3.",818,Torrent,,Sniper,Secret Agent Pokémon
818,Inteleon,Gigantamax Inteleon,Water,,70,85,65,125,65,120,Blue,8,1,40.0,9999.99,Upright,1,It has excellent sniping skills. Shooting a berry rolling along over nine miles away is a piece of cake for this Pokémon.,10211,Torrent,,Sniper,Secret Agent Pokémon
819,Skwovet,,Normal,,70,55,55,35,35,25,Brown,8,4,0.3,2.5,Upright,0,"It eats berries nonstop—a habit that has made
it more resilient than it looks. It’ll show up on
farms, searching for yet more berries.",819,Cheek Pouch,,Gluttony,Cheeky Pokémon
820,Greedent,,Normal,,120,95,95,55,75,20,Brown,8,4,0.6,6.0,Upright,0,"Common throughout the Galar region, this
Pokémon has strong teeth and can chew
through the toughest of berry shells.",820,Cheek Pouch,,Gluttony,Greedy Pokémon
821,Rookidee,,Flying,,38,47,35,33,35,57,Blue,8,4,0.2,1.8,Wings,0,"Jumping nimbly about, this small-bodied
Pokémon takes advantage of even the slightest
opportunity to disorient larger opponents.",821,Keen Eye,Unnerve,Big Pecks,Tiny Bird Pokémon
822,Corvisquire,,Flying,,68,67,55,43,55,77,Blue,8,4,0.8,16.0,Wings,0,"The lessons of many harsh battles have taught it
how to accurately judge an opponent’s strength.",822,Keen Eye,Unnerve,Big Pecks,Raven Pokémon
823,Corviknight,,Flying,Steel,98,87,105,53,85,67,Purple,8,4,2.2,75.0,Wings,0,"With their great intellect and flying skills, these
Pokémon very successfully act as the Galar
region’s airborne taxi service.",823,Pressure,Unnerve,Mirror Armor,Raven Pokémon
823,Corviknight,Gigantamax Corviknight,Flying,Steel,98,87,105,53,85,67,Purple,8,4,14.0,9999.99,Wings,1,"The eight feathers on its back are called blade birds, and they can launch off its body to attack foes independently.",10212,Pressure,Unnerve,Mirror Armor,Raven Pokémon
824,Blipbug,,Bug,,25,20,20,25,45,45,Blue,8,4,0.4,8.0,Armor,0,"Often found in gardens, this Pokémon has hairs
on its body that it uses to assess its surroundings.",824,Swarm,Compound Eyes,Telepathy,Larva Pokémon
825,Dottler,,Bug,Psychic,50,35,80,50,90,30,Yellow,8,4,0.4,19.5,Armor,0,"As it grows inside its shell, it uses its psychic
abilities to monitor the outside world and
prepare for evolution.",825,Swarm,Compound Eyes,Telepathy,Radome Pokémon
826,Orbeetle,,Bug,Psychic,60,45,110,80,120,90,Red,8,4,0.4,40.8,Wings,0,"It emits psychic energy to observe and study
what’s around it—and what’s around it can
include things over six miles away.",826,Swarm,Frisk,Telepathy,Seven Spot Pokémon
826,Orbeetle,Gigantamax Orbeetle,Bug,Psychic,60,45,110,80,120,90,Red,8,4,14.0,9999.99,Wings,1,"Its brain has grown to a gargantuan size, as has the rest of its body. This Pokémon's intellect and psychic abilities are overpowering.",10213,Swarm,Frisk,Telepathy,Seven Spot Pokémon
827,Nickit,,Dark,,40,28,28,47,52,50,Brown,8,4,0.6,8.9,Quadruped,0,"Cunning and cautious, this Pokémon survives by
stealing food from others. It erases its tracks with
swipes of its tail as it makes off with its plunder.",827,Run Away,Unburden,Stakeout,Fox Pokémon
828,Thievul,,Dark,,70,58,58,87,92,90,Brown,8,4,1.2,19.9,Quadruped,0,"With a lithe body and sharp claws, it goes
around stealing food and eggs. Boltund
is its natural enemy.",828,Run Away,Unburden,Stakeout,Fox Pokémon
829,Gossifleur,,Grass,,40,40,60,40,60,10,Green,8,4,0.4,2.2,Blob,0,"It whirls around in the wind while singing a joyous
song. This delightful display has charmed many
into raising this Pokémon.",829,Cotton Down,Regenerator,Effect Spore,Flowering Pokémon
830,Eldegoss,,Grass,,60,50,90,80,120,60,Green,8,4,0.5,2.5,Blob,0,"The cotton on the head of this Pokémon can be
spun into a glossy, gorgeous yarn—a Galar
regional specialty.",830,Cotton Down,Regenerator,Effect Spore,Cotton Bloom Pokémon
831,Wooloo,,Normal,,42,40,55,40,45,48,White,8,4,0.6,6.0,Quadruped,0,"If its fleece grows too long, Wooloo won’t be
able to move. Cloth made with the wool of this
Pokémon is surprisingly strong.",831,Fluffy,Run Away,Bulletproof,Sheep Pokémon
832,Dubwool,,Normal,,72,80,100,60,90,88,White,8,4,1.3,43.0,Quadruped,0,"Its majestic horns are meant only to impress the
opposite gender. They never see use in battle.",832,Fluffy,Steadfast,Bulletproof,Sheep Pokémon
833,Chewtle,,Water,,50,64,50,38,38,44,Green,8,4,0.3,8.5,Quadruped,0,"It starts off battles by attacking with its rock-hard
horn, but as soon as the opponent flinches, this
Pokémon bites down and never lets go.",833,Strong Jaw,Shell Armor,Swift Swim,Snapping Pokémon
834,Drednaw,,Water,Rock,90,115,90,48,68,74,Green,8,4,1.0,115.5,Quadruped,0,"This Pokémon rapidly extends its retractable neck
to sink its sharp fangs into distant enemies and
take them down.",834,Strong Jaw,Shell Armor,Swift Swim,Bite Pokémon
834,Drednaw,Gigantamax Drednaw,Water,Rock,90,115,90,48,68,74,Green,8,4,24.0,9999.99,Upright,1,"This Pokémon rapidly extends its retractable neck
to sink its sharp fangs into distant enemies and
take them down.",10214,Strong Jaw,Shell Armor,Swift Swim,Bite Pokémon
835,Yamper,,Electric,,59,45,50,40,50,26,Yellow,8,4,0.3,13.5,Quadruped,0,"This gluttonous Pokémon only assists people with
their work because it wants treats. As it runs,
it crackles with electricity.",835,Ball Fetch,,Rattled,Puppy Pokémon
